Date,Close**,Volume,Close Off High,Day Diff,Volatility,SIA,SIA2,Movement
2018-04-03 00:00:00,7456.11,5499700000,-6735.5218671611,-498.2216928133,0.0645498757,92.3409512044,123.0031948882,Down
2018-04-04 00:00:00,6853.84,4936000000,8499.6996996997,808.1234803344,0.0893191227,89.7505422993,122.3671013039,Down
2018-04-05 00:00:00,6811.47,5639320000,-1533.4578921874,54.2880713717,0.0422010177,123.5492324972,68.1003584229,Down
2018-04-06 00:00:00,6636.32,3766810000,5658.6073843322,263.5578847294,0.0414453723,103.875476493,95.1724137931,Up
2018-04-07 00:00:00,6911.09,3976610000,-3359.9980953742,-423.1650355704,0.0633480682,82.264957265,141.4913957935,Up
2018-04-08 00:00:00,7023.52,3652500000,-809.0614886732,-149.624709898,0.0276850511,92.6916221034,97.2222222222,Down
2018-04-09 00:00:00,6770.73,4894060000,5786.2512593971,388.3838326481,0.0732675404,84.8096494534,45.0381679389,Up
2018-04-10 00:00:00,6834.76,4272750000,-5524.7830738144,-57.8623312103,0.0247607219,117.461982171,171.0144927536,Up
2018-04-11 00:00:00,6968.32,4641890000,-10000,-182.4366878207,0.022025376,96.3658636178,65.5080213904,Up
2018-04-12 00:00:00,7889.25,8906250000,-9817.3365546526,-1342.6584888245,0.1571042847,95.2804986643,119.0063547083,Up
2018-04-13 00:00:00,7895.96,7764460000,3551.9845657954,6.4927750475,0.0537938436,110.1864181092,142.2222222222,Up
2018-04-14 00:00:00,7986.24,5191430000,482.8475450443,-141.682127632,0.0374250604,97.9938271605,192.118226601,Up
2018-04-15 00:00:00,8329.11,5244480000,-9450.8832463358,-412.2595267354,0.0423898001,79.4507111329,100.3401360544,Down
2018-04-16 00:00:00,8058.67,5631310000,4030.8023887567,334.509935149,0.0534232396,100.1042752868,98.2404692082,Down
2018-04-17 00:00:00,7902.09,6900880000,8992.1828616663,210.0807021108,0.0500813959,85.0760456274,75.6457564576,Up
2018-04-18 00:00:00,8163.42,6529910000,-7794.6694890792,-275.6522494377,0.0392463651,85.3193517636,87.8594249201,Up
2018-04-19 00:00:00,8294.31,7063210000,-9452.19185792,-165.5050022857,0.019598567,102.0336605891,178.4565916399,Up
2018-04-20 00:00:00,8845.83,8438110000,-8917.7114631346,-674.4999324233,0.0767104145,105.198019802,139.0374331551,Up
2018-04-21 00:00:00,8895.58,7548550000,-4094.7252619999,-52.877286047,0.0390358456,99.9412110523,125,Down
2018-04-22 00:00:00,8802.46,6629900000,7941.7195874433,137.3660233096,0.0248771437,67.9785330948,111.1111111111,Up
2018-04-23 00:00:00,8930.88,6925190000,-6739.7195711088,-155.2012135009,0.0193009407,113.5632183908,180.9210526316,Up
2018-04-24 00:00:00,9697.5,10678800000,-9127.4634061483,-854.187326652,0.0900771629,123.3731019523,190.8713692946,Down
2018-04-25 00:00:00,8845.74,11083100000,9029.0646021069,881.6486496795,0.0974618159,108.7169441724,77.7351247601,Up
2018-04-26 00:00:00,9281.51,8970560000,-10000,-467.0971612618,0.0625239644,108.2075818918,141.9939577039,Down
