Date,Volume,Close Off High,Day Diff,Volatility,Movement
2017-12-31 00:00:00,12136300000,-7274.633123689727,-975.9104336432068,0.12574334958946162,Down
2017-12-30 00:00:00,14452600000,4835.749206621489,1178.1172736498675,0.1588214059488213,Up
2017-12-29 00:00:00,13025500000,2814.814814814799,26.946474502918214,0.06614134650716531,Down
2017-12-28 00:00:00,12336500000,3140.2798421403254,792.7332782824114,0.12298838257449211,Up
2017-12-27 00:00:00,12487600000,2026.8633711328876,201.07031274167107,0.11238902465431387,Up
2017-12-26 00:00:00,13454300000,-7028.3270978086475,-1469.8716213328005,0.17328270378866684,Down
2017-12-25 00:00:00,10664700000,-98.76759024561754,-21.93499524860904,0.08174536828642677,Down
2017-12-24 00:00:00,11572300000,-2544.321993291796,467.1348968387628,0.12857846962664798,Up
2017-12-23 00:00:00,13086000000,189.35978358880945,-538.0429717464709,0.1272089872174469,Down
2017-12-22 00:00:00,22198000000,274.42584663293303,1299.6603346332877,0.258548245062272,Up
2017-12-21 00:00:00,16516600000,5863.3707865168635,504.43445656876514,0.1336946594241215,Up
2017-12-20 00:00:00,22149700000,4109.854604200347,639.4599190328996,0.10455904461073293,Up
2017-12-19 00:00:00,16894500000,4729.8149705635,701.736033015487,0.09950675530774168,Up
2017-12-18 00:00:00,14839500000,-4940.399960595022,-4.082401708327718,0.053128794540049325,Up
2017-12-17 00:00:00,13314600000,7009.597273298045,172.0083385534869,0.057245401986054566,Up
2017-12-16 00:00:00,12740600000,-8007.631507222684,-978.0803252197329,0.1239506089424166,Down
2017-12-15 00:00:00,14310000000,-4240.082431736253,-665.971941956354,0.09353484365682202,Down
2017-12-14 00:00:00,13777400000,1596.8440937881878,-109.49306055686527,0.05492352574978942,Down
2017-12-13 00:00:00,12976900000,5432.0069418619,623.8857142857138,0.09219428571428559,Up
2017-12-12 00:00:00,14603800000,-3944.80251198153,-292.91126372652286,0.07152566815210586,Down
2017-12-11 00:00:00,12153900000,-4527.52358826038,-978.3890999131413,0.1367113058584079,Down
2017-12-10 00:00:00,13433300000,-6987.804878048775,-189.209145328446,0.17299121858600774,Down
2017-12-09 00:00:00,13911300000,326.56606930278275,814.0625661944034,0.18810407122063996,Up
2017-12-08 00:00:00,21136000000,-1116.643844142915,692.8646456476191,0.22560931084261562,Up
2017-12-07 00:00:00,17950700000,-10000.0,-2547.0170544157127,0.2693378008004992,Down
2017-12-06 00:00:00,12656300000,-9365.416854070407,-1986.0945703406749,0.20511766777932475,Down
2017-12-05 00:00:00,6895260000,-4604.585868039337,-197.67750327323137,0.03657461683938486,Down
2017-12-04 00:00:00,6132410000,-10000.0,-302.0662106509722,0.05085105254785527,Down
2017-12-03 00:00:00,6608310000,745.4600180595894,-217.00488148194933,0.08993295857507654,Down
2017-12-02 00:00:00,5138500000,1833.293182365703,-87.7184992211919,0.0378109543371925,Down
2017-12-01 00:00:00,6783120000,-8948.263747642464,-761.8692761751612,0.13257211774165092,Down
