Date,Close**,Volume,Close Off High,Day Diff,Volatility,SIA,SIA2,Movement
2018-05-02 00:00:00,9235.92,7558160000,-8293.147733863596,-144.23478241767864,0.026511873119082773,292.49011857707507,388.60103626943004,Up
2018-05-03 00:00:00,9743.86,10207300000,-8214.62519256615,-552.1893616721749,0.06607992012103141,321.1567732115677,380.5970149253731,Down
2018-05-04 00:00:00,9700.76,8217830000,-1881.598012833796,-5.425197256459406,0.019930895776391275,376.52582159624416,359.5505617977528,Up
2018-05-05 00:00:00,9858.15,7651940000,-2104.090875343331,-162.7478794426542,0.02777033240277592,255.86854460093895,329.8429319371728,Down
2018-05-06 00:00:00,9654.8,7222280000,2017.0986965402715,193.50330258772982,0.04823514952804934,135.8428805237316,292.6829268292683,Down
2018-05-07 00:00:00,9373.01,7394020000,3484.988027261022,282.6760608646158,0.04502745791635,299.28172386272945,238.09523809523807,Down
2018-05-08 00:00:00,9234.82,7415870000,3608.573646187867,155.68918447862626,0.03570884150403955,247.14160070360597,159.42028985507244,Up
2018-05-09 00:00:00,9325.18,7226890000,-7110.2174039750535,-109.98804171414463,0.037201869525669055,226.14840989399292,373.9130434782609,Down
2018-05-10 00:00:00,9043.94,6906700000,9807.605760576054,302.4031842298258,0.03812154459165603,186.09022556390977,260.1626016260163,Down
2018-05-11 00:00:00,8441.49,8488520000,8571.60212604402,675.4365423021856,0.07273864017956559,188.45500848896435,281.25,Up
2018-05-12 00:00:00,8504.89,6821380000,-2751.042233097655,-75.1649007752219,0.052284918213006376,258.09128630705396,204.08163265306123,Up
2018-05-13 00:00:00,8723.94,5866380000,-7378.11484290363,-244.78920179578714,0.04444019075825331,309.3023255813954,245.9016393442623,Down
2018-05-14 00:00:00,8716.79,7364150000,-3595.24505505215,-4.235002467549448,0.058894079030425615,249.14675767918087,300.0,Down
2018-05-15 00:00:00,8510.38,6705710000,7159.635540106468,223.7860402817185,0.04362225293187165,239.58333333333334,305.5555555555556,Down
2018-05-16 00:00:00,8368.83,6760220000,-1614.104643479296,159.42316986128364,0.039149100290320024,196.92110327132778,257.4850299401197,Down
2018-05-17 00:00:00,8094.32,5862530000,7945.940422053052,329.424555408868,0.04676435624637858,255.58659217877096,279.62085308056874,Up
2018-05-18 00:00:00,8250.97,5764190000,-8453.057133310967,-196.6675029010736,0.03698792485754163,277.02702702702703,311.25827814569533,Down
2018-05-19 00:00:00,8247.18,4712400000,3235.1226750039496,10.356443342986353,0.02285806342988435,208.23798627002287,378.7878787878788,Up
2018-05-20 00:00:00,8513.25,5191060000,-7247.24920906012,-322.85718789522025,0.043309134605474246,183.30849478390462,16.75977653631285,Down
2018-05-21 00:00:00,8418.99,5154990000,4400.207900207995,121.25791890245995,0.022575985675278902,259.91189427312776,256.63716814159295,Down
2018-05-22 00:00:00,8041.78,5137010000,8222.944084840097,449.0449377484462,0.049724045620656854,256.5622353937341,186.99186991869917,Down
2018-05-23 00:00:00,7557.82,6491120000,8173.305534218529,596.3110980604899,0.0680321708879344,207.99567801188545,183.1831831831832,Up
2018-05-24 00:00:00,7587.34,6049220000,-2575.467530555137,-34.677402289608224,0.0538888418646973,242.95302013422818,285.7142857142857,Down
2018-05-25 00:00:00,7480.14,4867830000,3433.8999587226194,147.72861978583546,0.03510003556234615,291.7547568710359,188.23529411764704,Down
2018-05-26 00:00:00,7355.88,4051540000,9450.49585433261,174.44780457571443,0.032864577211186026,261.5039281705948,176.47058823529412,Up
2018-05-27 00:00:00,7368.22,4056520000,-7559.1261960643515,-8.34003433812228,0.015047377914937049,148.32535885167465,209.45945945945945,Down
2018-05-28 00:00:00,7135.99,5040600000,7793.562987176297,319.23769316444515,0.04316193458150584,308.89092575618696,171.83098591549296,Up
2018-05-29 00:00:00,7472.59,5662660000,-7529.260568228763,-481.28469757877895,0.06111823335848715,312.7208480565371,276.38190954773864,Down
2018-05-30 00:00:00,7406.52,4922540000,2856.978129684433,84.62153250518979,0.034829906837328804,266.4092664092664,205.2980132450331,Up
2018-05-31 00:00:00,7494.17,5127130000,-738.9918069177237,-118.84717430783935,0.03345462892325966,334.0832395950506,333.3333333333333,Up
2018-06-01 00:00:00,7541.45,4921460000,-3588.327676174079,-54.328262695481754,0.026316210487021135,228.94168466522677,214.28571428571428,Up
