Date,Close,Volume,Close Off High,Day Diff,Volatility,SIA,Movement
2018-03-10 00:00:00,8866,5386320000,8932.0623177065,518.2453727519,0.0751663799,0.1991862401,Up
2018-03-11 00:00:00,9578.63,6296370000,-7587.5521601781,-819.9119372672,0.1247935677,0.1976177585,Down
2018-03-12 00:00:00,9205.12,6457400000,4930.2292395038,414.2589813734,0.1021636105,0.1957181088,Down
2018-03-13 00:00:00,9194.85,5991140000,758.8980651711,-23.7761963319,0.0558364512,0.1957057374,Down
2018-03-14 00:00:00,8269.81,6438230000,6873.669654926,1025.3672141644,0.1396971127,0.1869303525,Up
2018-03-15 00:00:00,8300.86,6834430000,-6048.6595381993,-12.1822366104,0.0778336365,0.1820756289,Up
2018-03-16 00:00:00,8338.35,5289380000,-1487.3068432671,-18.5512038458,0.0696679407,0.1786701349,Down
2018-03-17 00:00:00,7916.88,4426150000,6100.5040190366,486.7031727092,0.0641331137,0.1790252533,Up
2018-03-18 00:00:00,8223.68,6639190000,-9484.8499150463,-422.2281928187,0.1074099045,0.1788501354,Up
2018-03-19 00:00:00,8630.65,6729110000,-8167.2644740308,-343.3915140242,0.0591398494,0.1796986519,Up
2018-03-20 00:00:00,8913.47,6361790000,-5838.9424167713,-340.8483155388,0.0767001521,0.1801986442,Up
2018-03-21 00:00:00,8929.28,6043130000,4988.5210246496,9.1748457059,0.0370395234,0.1805533844,Down
2018-03-22 00:00:00,8728.47,5530390000,3894.4775200164,235.9991229876,0.059937759,0.1807191569,Up
2018-03-23 00:00:00,8879.62,5954120000,-10000,-164.1093146373,0.0594076406,0.1809815951,Down
2018-03-24 00:00:00,8668.12,5664600000,9853.5463568143,262.6727851763,0.0371244503,0.1832142314,Down
2018-03-25 00:00:00,8495.78,4569880000,5991.5847323,135.8789988401,0.0270422777,0.1866286914,Down
2018-03-26 00:00:00,8209.4,5921040000,537.4188778444,340.1435787854,0.0716187737,0.1852181656,Down
2018-03-27 00:00:00,7833.04,5378250000,8357.7497129736,447.512195122,0.0531097561,0.1858692466,Up
2018-03-28 00:00:00,7954.48,4935290000,736.3253856943,-150.1244763508,0.0400314923,0.187826087,Down
2018-03-29 00:00:00,7165.7,6361230000,8152.8013582343,1019.37945149,0.1144180963,0.1899600685,Down
2018-03-30 00:00:00,6890.52,6289510000,3029.2038533565,391.7338892414,0.0826513467,0.1891967534,Up
2018-03-31 00:00:00,6973.53,4553270000,3610.1995179044,-117.5919262733,0.0499573448,0.1866318251,Down
2018-04-01 00:00:00,6844.23,4532100000,-1884.3618933493,226.800855626,0.0762638047,0.1869476547,Up
2018-04-02 00:00:00,7083.8,4333440000,-6759.3841136442,-349.0794552409,0.0465882429,0.1874915757,Up
2018-04-03 00:00:00,7456.11,5499700000,-6735.5218671611,-498.2216928133,0.0645498757,0.1873751498,Down
2018-04-04 00:00:00,6853.84,4936000000,8499.6996996997,808.1234803344,0.0893191227,0.187822634,Down
2018-04-05 00:00:00,6811.47,5639320000,-1533.4578921874,54.2880713717,0.0422010177,0.1902032308,Down
2018-04-06 00:00:00,6636.32,3766810000,5658.6073843322,263.5578847294,0.0414453723,0.1934779818,Up
2018-04-07 00:00:00,6911.09,3976610000,-3359.9980953742,-423.1650355704,0.0633480682,0.1921608552,Up
2018-04-08 00:00:00,7023.52,3652500000,-809.0614886732,-149.624709898,0.0276850511,0.1925309109,Down
2018-04-09 00:00:00,6770.73,4894060000,5786.2512593971,388.3838326481,0.0732675404,0.1931846655,Up
2018-04-10 00:00:00,6834.76,4272750000,-5524.7830738144,-57.8623312103,0.0247607219,0.1933085502,Up
2018-04-11 00:00:00,6968.32,4641890000,-10000,-182.4366878207,0.022025376,0.1935721295,Up
2018-04-12 00:00:00,7889.25,8906250000,-9817.3365546526,-1342.6584888245,0.1571042847,0.1924290221,Up
2018-04-13 00:00:00,7895.96,7764460000,3551.9845657954,6.4927750475,0.0537938436,0.1918976546,Up
2018-04-14 00:00:00,7986.24,5191430000,482.8475450443,-141.682127632,0.0374250604,0.1899052187,Up
2018-04-15 00:00:00,8329.11,5244480000,-9450.8832463358,-412.2595267354,0.0423898001,0.1866007688,Down
2018-04-16 00:00:00,8058.67,5631310000,4030.8023887567,334.509935149,0.0534232396,0.1874136281,Down
2018-04-17 00:00:00,7902.09,6900880000,8992.1828616663,210.0807021108,0.0500813959,0.1876584954,Up
2018-04-18 00:00:00,8163.42,6529910000,-7794.6694890792,-275.6522494377,0.0392463651,0.189461768,Up
2018-04-19 00:00:00,8294.31,7063210000,-9452.19185792,-165.5050022857,0.019598567,0.1856671004,Up
2018-04-20 00:00:00,8845.83,8438110000,-8917.7114631346,-674.4999324233,0.0767104145,0.1857470805,Up
2018-04-21 00:00:00,8895.58,7548550000,-4094.7252619999,-52.877286047,0.0390358456,0.1837497541,Down
2018-04-22 00:00:00,8802.46,6629900000,7941.7195874433,137.3660233096,0.0248771437,0.18374143,Up
2018-04-23 00:00:00,8930.88,6925190000,-6739.7195711088,-155.2012135009,0.0193009407,0.1848813361,Up
2018-04-24 00:00:00,9697.5,10678800000,-9127.4634061483,-854.187326652,0.0900771629,0.1851564018,Down
2018-04-25 00:00:00,8845.74,11083100000,9029.0646021069,881.6486496795,0.0974618159,0.1856715265,Up
2018-04-26 00:00:00,9281.51,8970560000,-10000,-467.0971612618,0.0625239644,0.1863984674,Down
2018-04-27 00:00:00,8987.05,7566290000,10000,326.759326332,0.0418077138,0.186443896,Up
2018-04-28 00:00:00,9348.48,7805480000,-7350.1353884607,-457.7666856466,0.0537068463,0.1871819039,Up
2018-04-29 00:00:00,9419.08,8853000000,-3344.1885250755,-77.7517784904,0.0361400795,0.1861836563,Down
2018-04-30 00:00:00,9240.55,8673920000,5247.639609448,196.8574523319,0.0329223826,0.1855718147,Down
2018-05-01 00:00:00,9119.01,7713020000,-2496.779321876,143.1772464268,0.0394348141,0.1864689527,Up
2018-05-02 00:00:00,9235.92,7558160000,-8293.1477338636,-144.2347824177,0.0265118731,0.1839471026,Up
2018-05-03 00:00:00,9743.86,10207300000,-8214.6251925662,-552.1893616722,0.0660799201,0.1847099706,Down
2018-05-04 00:00:00,9700.76,8217830000,-1881.5980128338,-5.4251972565,0.0199308958,0.1794739112,Up
2018-05-05 00:00:00,9858.15,7651940000,-2104.0908753433,-162.7478794427,0.0277703324,0.1798253126,Down
2018-05-06 00:00:00,9654.8,7222280000,2017.0986965403,193.5033025877,0.0482351495,0.1811760701,Down
2018-05-07 00:00:00,9373.01,7394020000,3484.988027261,282.6760608646,0.0450274579,0.1813172841,Down
2018-05-08 00:00:00,9234.82,7415870000,3608.5736461879,155.6891844786,0.0357088415,0.1814874355,Up
2018-05-09 00:00:00,9325.18,7226890000,-7110.2174039751,-109.9880417141,0.0372018695,0.1799983248,Down
2018-05-10 00:00:00,9043.94,6906700000,9807.6057605761,302.4031842298,0.0381215446,0.1816748278,Down
2018-05-11 00:00:00,8441.49,8488520000,8571.602126044,675.4365423022,0.0727386402,0.1827248001,Up
2018-05-12 00:00:00,8504.89,6821380000,-2751.0422330977,-75.1649007752,0.0522849182,0.1831170964,Up
2018-05-13 00:00:00,8723.94,5866380000,-7378.1148429036,-244.7892017958,0.0444401908,0.1834561835,Down
2018-05-14 00:00:00,8716.79,7364150000,-3595.2450550522,-4.2350024675,0.058894079,0.1843602666,Down
2018-05-15 00:00:00,8510.38,6705710000,7159.6355401065,223.7860402817,0.0436222529,0.1842254434,Down
