Timestamp,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
2018-05-01 22:00:00,9078,9094.32,9026.35,9039.43,343.71,3119132.8,9074.93
2018-05-01 23:00:00,9041.3,9096.79,9033.8,9066.9,327.56,2971234.57,9070.7
2018-05-02 00:00:00,9066.9,9096.79,9013.2,9032.84,381.22,3455011.28,9063.12
2018-05-02 01:00:00,9032.84,9036.81,8975.23,9029.6,424.44,3823196.66,9007.72
2018-05-02 02:00:00,9027.2,9057.17,9010.03,9041,266.55,2407529.44,9032.29
2018-05-02 03:00:00,9035.03,9039.94,8996.7,9035.49,380.66,3431569.6,9014.75
2018-05-02 04:00:00,9035.49,9089.45,9031.6,9070.91,426.38,3862646.33,9059.27
2018-05-02 05:00:00,9070.91,9098.92,9050.9,9055.3,362.91,3293520.86,9075.26
2018-05-02 06:00:00,9056.64,9166,9049.61,9157.11,815.84,7426142.83,9102.45
2018-05-02 07:00:00,9152.02,9166,9125.17,9147.43,452.1,4135210.34,9146.62
2018-05-02 08:00:00,9147.43,9156.06,9105,9123.92,253.04,2308870.53,9124.46
2018-05-02 09:00:00,9121.73,9151.49,9112.9,9128.09,451.81,4124486.86,9128.77
2018-05-02 10:00:00,9129.39,9188.1,9121.79,9144,762.78,6984384.89,9156.48
2018-05-02 11:00:00,9153.99,9179.8,9140,9151.79,172.79,1582258.36,9156.88
2018-05-02 12:00:00,9145.77,9163.23,9055,9076.43,670.96,6110762.87,9107.55
2018-05-02 13:00:00,9066.49,9096.79,9000,9096.79,946.16,8555711.92,9042.55
2018-05-02 14:00:00,9096.79,9116,9058.79,9069.67,774,7031244.93,9084.25
2018-05-02 15:00:00,9077.87,9148.8,9065.34,9144.29,417.5,3805918.79,9115.98
2018-05-02 16:00:00,9144.97,9149.81,9110.63,9114.85,180.76,1650747.74,9132.35
2018-05-02 17:00:00,9114.85,9132.92,9100.3,9110,139.39,1270560.75,9114.86
2018-05-02 18:00:00,9113.96,9130,9085.01,9125,289.83,2640669.77,9111.03
2018-05-02 19:00:00,9108.82,9122.14,9051.48,9111.01,244.13,2217460.26,9083.14
2018-05-02 20:00:00,9112.02,9180,9086.84,9179.9,297.84,2723484.05,9144.21
2018-05-02 21:00:00,9179.99,9257.18,9179.08,9224.86,857.43,7906796.22,9221.55
2018-05-02 22:00:00,9224.86,9257.18,9198.6,9250.46,317.33,2927625.38,9225.88
2018-05-02 23:00:00,9245.27,9259.16,9200,9222,289.33,2668226.58,9222.09
2018-05-03 00:00:00,9220,9235.75,9178.6,9193.55,285.43,2625730.34,9199.33
2018-05-03 01:00:00,9187.66,9247.35,9185.62,9219.49,97.66,899966.82,9215.33
2018-05-03 02:00:00,9219.99,9247.63,9187.87,9234.99,136.78,1260996.7,9219.35
2018-05-03 03:00:00,9232.62,9259.73,9201.72,9222.3,189.2,1747850.45,9237.92
2018-05-03 04:00:00,9232.99,9280.33,9224.39,9259.86,577.98,5354390.63,9263.99
2018-05-03 05:00:00,9257.01,9279.86,9165.19,9202.23,374.49,3456088.86,9228.87
2018-05-03 06:00:00,9202.23,9233.99,9165.19,9203.66,503.12,4630168.77,9202.89
2018-05-03 07:00:00,9203.67,9247.87,9184.1,9236.88,276.97,2554824.16,9224.09
2018-05-03 08:00:00,9230.73,9245.68,9197.6,9225.86,506.13,4662260.78,9211.61
2018-05-03 09:00:00,9223.87,9230,9172.76,9210.28,789.7,7265008.05,9199.76
2018-05-03 10:00:00,9210.28,9231.64,9196.26,9222.6,219.98,2027800.09,9218.1
2018-05-03 11:00:00,9215.01,9231.7,9175.83,9213.14,224.67,2066243.62,9196.78
2018-05-03 12:00:00,9213.03,9350,9190.03,9314.62,645.84,5995496.28,9283.28
2018-05-03 13:00:00,9314.62,9463.18,9289,9463.18,873.78,8169979.62,9350.2
2018-05-03 14:00:00,9463.18,9480,9398.36,9438.01,891.83,8420898.91,9442.3
2018-05-03 15:00:00,9432.66,9445,9392.49,9417.03,289.85,2728734.48,9414.46
2018-05-03 16:00:00,9419.9,9605.46,9408.3,9590.85,913.71,8670239.66,9489.06
2018-05-03 17:00:00,9590.85,9690,9527.38,9681.77,1118.29,10731740.16,9596.61
2018-05-03 18:00:00,9690,9731.2,9620,9660,758.09,7329049.64,9667.76
2018-05-03 19:00:00,9660,9707.12,9595.76,9638.26,551.69,5326209.25,9654.37
2018-05-03 20:00:00,9638.26,9675,9600.47,9665.28,337.02,3250066.33,9643.67
2018-05-03 21:00:00,9666.57,9675,9645,9655.1,246.36,2379821.38,9659.95
2018-05-03 22:00:00,9655.1,9700,9627.01,9700,223.32,2155428.25,9651.94
2018-05-03 23:00:00,9700,9799.99,9691.42,9732.43,638.95,6234728.22,9757.81
2018-05-04 00:00:00,9737,9747.34,9527.38,9588.17,1165.89,11193394.67,9600.71
2018-05-04 01:00:00,9579.43,9658.58,9577,9601.65,489.96,4708871.37,9610.63
2018-05-04 02:00:00,9601.74,9637.4,9584.73,9614.79,197.07,1894914.56,9615.25
2018-05-04 03:00:00,9614.79,9625.26,9535,9565.73,294.98,2826224.44,9581.01
2018-05-04 04:00:00,9570.21,9634.5,9565.73,9627.66,361.25,3472159.99,9611.46
2018-05-04 05:00:00,9631.79,9632.05,9587.44,9617.09,142.09,1366286.35,9615.71
2018-05-04 06:00:00,9617.09,9686.47,9590,9668.38,158.29,1525870.39,9639.67
2018-05-04 07:00:00,9668.33,9695,9628.59,9665,332.79,3216182.03,9664.31
2018-05-04 08:00:00,9674.17,9784.73,9652.21,9758.8,729.77,7108716.95,9741.09
2018-05-04 09:00:00,9755,9772.79,9610.47,9713.52,393.99,3817158.37,9688.38
2018-05-04 10:00:00,9703.5,9717,9655.97,9685.83,284.88,2760825.51,9691.03
2018-05-04 11:00:00,9674.05,9737.29,9635,9721.72,246.71,2388288.66,9680.39
2018-05-04 12:00:00,9732.07,9760.12,9660.16,9670,233.8,2274002.79,9726.35
2018-05-04 13:00:00,9678.7,9710.1,9622,9647.75,257.32,2487159.92,9665.49
2018-05-04 14:00:00,9650.72,9699,9614.38,9680.96,187.98,1815233.69,9656.62
2018-05-04 15:00:00,9680.96,9691.4,9565.85,9600,396.31,3809549.36,9612.51
2018-05-04 16:00:00,9603.56,9647.73,9562.6,9647.73,207.47,1993956.98,9611.04
2018-05-04 17:00:00,9647.73,9689.2,9624.38,9639.24,222.64,2151861.87,9665.21
2018-05-04 18:00:00,9647.68,9654.33,9607.16,9636.95,69.24,666993.44,9632.88
2018-05-04 19:00:00,9637,9651.13,9609.11,9644.82,102.81,990640.38,9635.48
2018-05-04 20:00:00,9644.82,9700.3,9628.56,9671,191.19,1847174.09,9661.4
2018-05-04 21:00:00,9678.99,9728.23,9660.37,9710.9,184.94,1792840.3,9694.07
2018-05-04 22:00:00,9710.9,9750,9667.04,9732.97,348.15,3381056.68,9711.51
2018-05-04 23:00:00,9732.97,9743.27,9688.88,9696.57,126.51,1227577.93,9703.67
2018-05-05 00:00:00,9689,9775.99,9670.68,9747.39,188.36,1832259.22,9727.54
2018-05-05 01:00:00,9745.88,9796.31,9705.69,9793.1,492.23,4802596.91,9756.77
2018-05-05 02:00:00,9793.1,9868.43,9780.65,9822.28,616.49,6058115.75,9826.74
2018-05-05 03:00:00,9822.28,9836.98,9785.6,9815.37,219.36,2152676.9,9813.33
2018-05-05 04:00:00,9816.09,9867.14,9800.01,9826.44,227.93,2241250.03,9832.89
2018-05-05 05:00:00,9835,9835.44,9782.5,9803.5,134.73,1321418.23,9807.92
2018-05-05 06:00:00,9808.34,9814,9755.53,9758.6,269.79,2638013.76,9778.09
2018-05-05 07:00:00,9762.58,9797,9755.53,9778.42,151.38,1480535.04,9780.04
2018-05-05 08:00:00,9778.21,9847,9775.3,9809.79,179.84,1763584.24,9806.56
2018-05-05 09:00:00,9809.79,9850.45,9799.2,9819.43,201.63,1981368.46,9826.84
2018-05-05 10:00:00,9819.43,9943.12,9819.42,9908.29,580.06,5742422.05,9899.67
2018-05-05 11:00:00,9907.34,9923.95,9829.09,9863.08,315.65,3115018.31,9868.62
2018-05-05 12:00:00,9863.07,9940,9858,9905.8,272.7,2699863.78,9900.43
2018-05-05 13:00:00,9905.8,9948.98,9855.97,9860.29,268.7,2665205.9,9918.71
2018-05-05 14:00:00,9868.3,9939.7,9861,9918.99,365.41,3622423.04,9913.44
2018-05-05 15:00:00,9916.42,9938.66,9871.18,9874.48,240.97,2386980.56,9905.58
2018-05-05 16:00:00,9874.36,9900,9833.48,9873.25,312.6,3084628.16,9867.76
2018-05-05 17:00:00,9883.5,9901.99,9842.01,9845.33,229.6,2267654.32,9876.55
2018-05-05 18:00:00,9845.33,9854.49,9741.33,9840.46,573.35,5625979.33,9812.53
2018-05-05 19:00:00,9832.9,9861.11,9826.11,9838.07,242.09,2382642.92,9841.85
2018-05-05 20:00:00,9838.98,9846.71,9706.94,9731.85,632.61,6178951.5,9767.44
2018-05-05 21:00:00,9737.8,9769,9688.88,9757,377.75,3672545.18,9722.22
2018-05-05 22:00:00,9756.99,9828.88,9728.71,9803.62,108.38,1061283.62,9792
2018-05-05 23:00:00,9796.98,9848,9769.19,9823.28,201.49,1976869.78,9811.29
2018-05-06 00:00:00,9827.04,9902.78,9795.09,9891.49,275.73,2722547.04,9873.97
2018-05-06 01:00:00,9890.51,9918.41,9849.71,9894.99,197.19,1948552.18,9881.84
2018-05-06 02:00:00,9894.99,9898.24,9804.37,9830.99,167.51,1649682.81,9848.22
2018-05-06 03:00:00,9830.99,9870.58,9815.42,9834.11,150.78,1483773.42,9840.46
2018-05-06 04:00:00,9841.99,9872.28,9805,9813,96.62,951052.3,9842.92
2018-05-06 05:00:00,9813.01,9815.93,9706.94,9709.66,455.1,4438461.66,9752.61
2018-05-06 06:00:00,9706.16,9712.24,9550,9646.79,854.23,8233197.54,9638.19
2018-05-06 07:00:00,9646.79,9665.84,9604.25,9665.83,307.55,2965340.29,9641.88
2018-05-06 08:00:00,9665.83,9670,9480,9520.25,901.27,8601964.16,9544.22
2018-05-06 09:00:00,9520.25,9546.5,9467.57,9519.98,540.97,5141243.64,9503.74
2018-05-06 10:00:00,9519.97,9586.22,9515,9522.99,366.08,3498099.57,9555.48
2018-05-06 11:00:00,9527.99,9550,9375,9454.98,889.74,8408475.66,9450.46
2018-05-06 12:00:00,9454.96,9507.32,9375,9495.27,369.06,3480958.24,9431.87
2018-05-06 13:00:00,9501.67,9600,9482.52,9545.69,323.88,3092044.5,9547.02
2018-05-06 14:00:00,9549.31,9559.99,9499.23,9506.15,336.05,3201096.56,9525.7
2018-05-06 15:00:00,9506.85,9514,9446.63,9463.2,202.01,1915051.65,9480.15
2018-05-06 16:00:00,9461.78,9562.6,9460.63,9538.09,154.44,1471574.19,9528.58
2018-05-06 17:00:00,9533.61,9578.62,9531,9551.59,149.18,1425181.67,9553.43
2018-05-06 18:00:00,9558.22,9560.38,9501,9525.49,243.78,2323173.31,9529.68
2018-05-06 19:00:00,9518.11,9532.99,9467.57,9488.37,323.66,3076022.57,9503.99
2018-05-06 20:00:00,9487.39,9541.93,9480.4,9513.98,323.55,3079074.49,9516.66
2018-05-06 21:00:00,9506.33,9535.85,9482,9516.99,143.54,1363691.37,9500.1
2018-05-06 22:00:00,9516.99,9618.39,9511.16,9580.82,215.57,2067651.71,9591.74
2018-05-06 23:00:00,9578.53,9627.27,9545.04,9623.54,168.09,1612098.32,9590.85
2018-05-07 00:00:00,9621.99,9634.5,9434.54,9446.55,306.83,2928794.76,9545.45
2018-05-07 01:00:00,9434.55,9446.92,9263,9326.81,1584.65,14784066.88,9329.57
2018-05-07 02:00:00,9324.88,9334.44,9241.06,9288.83,732.78,6802313.36,9282.88
2018-05-07 03:00:00,9282.87,9326.79,9207,9317.16,698.56,6461030.55,9249.02
2018-05-07 04:00:00,9318.27,9360,9311.03,9324.84,233.55,2180399.27,9336.08
2018-05-07 05:00:00,9318,9392.07,9275,9356.96,1224.35,11439946.64,9343.68
2018-05-07 06:00:00,9356.53,9379.79,9331.15,9344.02,336.51,3148516,9356.31
2018-05-07 07:00:00,9344.03,9348.96,9257.18,9317.05,370.95,3448723.61,9297.1
2018-05-07 08:00:00,9317.05,9395.01,9267.92,9378.9,383.26,3578710.52,9337.6
2018-05-07 09:00:00,9378.8,9378.8,9252.29,9277.87,614.06,5710775.99,9300.03
2018-05-07 10:00:00,9271.35,9329.08,9270.22,9292,239.72,2228807.98,9297.73
2018-05-07 11:00:00,9298.19,9334.96,9258.06,9331.09,1128.33,10498035.33,9304.01
2018-05-07 12:00:00,9331.09,9364.04,9300.1,9340.95,487.74,4550342.17,9329.44
2018-05-07 13:00:00,9336.57,9343.98,9266.48,9275,566.8,5275360.63,9307.34
2018-05-07 14:00:00,9275,9332.25,9175,9294.61,865.18,8000655.36,9247.34
2018-05-07 15:00:00,9298.08,9349,9294.22,9349,313.21,2922470.78,9330.83
2018-05-07 16:00:00,9349,9396.91,9330.49,9345.19,446.75,4184645.25,9366.91
2018-05-07 17:00:00,9339.37,9391.81,9338.06,9346.61,200.97,1883786.9,9373.54
2018-05-07 18:00:00,9349.06,9380.54,9346.6,9360.12,165.53,1549658.49,9361.59
2018-05-07 19:00:00,9363.6,9440,9350.21,9421.73,545.52,5133961.28,9411.15
2018-05-07 20:00:00,9421.73,9442.8,9378.69,9438.99,187.65,1766124.89,9411.76
2018-05-07 21:00:00,9438.99,9442.8,9380.17,9395,199.39,1879644.08,9426.92
2018-05-07 22:00:00,9394.99,9404.52,9262,9302.39,1602.91,14961552.48,9333.99
2018-05-07 23:00:00,9302.39,9380,9281.74,9359.52,181.16,1692316.63,9341.47
2018-05-08 00:00:00,9356.79,9395,9351.71,9376.49,161.76,1516474.7,9375.01
2018-05-08 01:00:00,9376.49,9434.39,9370.5,9414.23,161.38,1518121.85,9406.88
2018-05-08 02:00:00,9414.56,9450,9399.78,9421.96,262.98,2481888.45,9437.44
2018-05-08 03:00:00,9421.98,9448.29,9374.4,9423.44,239.77,2257644.91,9415.85
2018-05-08 04:00:00,9423.44,9435.34,9387.9,9402.94,110.95,1043991.36,9409.85
2018-05-08 05:00:00,9402.93,9405.3,9311.71,9328.57,700.5,6553033.12,9354.81
2018-05-08 06:00:00,9332.01,9366.1,9303.53,9322.8,430.73,4021148.25,9335.62
2018-05-08 07:00:00,9327.28,9368.65,9319.86,9354.84,392.75,3670817.79,9346.53
2018-05-08 08:00:00,9353.92,9380,9345.2,9378,474.09,4440633.12,9366.69
2018-05-08 09:00:00,9366.37,9375,9239.01,9294.87,1250.44,11619182.65,9292.08
2018-05-08 10:00:00,9299.97,9320,9262.36,9289.96,503.98,4686029.82,9297.98
2018-05-08 11:00:00,9288.29,9296.47,9155.15,9169.9,797.77,7343155.9,9204.61
2018-05-08 12:00:00,9165,9170.02,9015,9126.21,1374.32,12485255.93,9084.68
2018-05-08 13:00:00,9125.95,9165.19,9100.05,9113.06,492.84,4498219.43,9127.12
2018-05-08 14:00:00,9125.19,9163.33,9092.35,9130,464.15,4236993.29,9128.58
2018-05-08 15:00:00,9130,9184.23,9110.36,9178.79,541.43,4948551.67,9139.72
2018-05-08 16:00:00,9174.73,9174.73,9090,9120,271.96,2484411.12,9135.04
2018-05-08 17:00:00,9121.56,9165.01,9103.4,9124.44,200.06,1827635.57,9135.31
2018-05-08 18:00:00,9124.45,9246.6,9050,9204.62,1043.16,9564897.08,9169.18
2018-05-08 19:00:00,9204.62,9256.5,9200.41,9239.35,297.04,2740457.14,9225.78
2018-05-08 20:00:00,9239.34,9239.34,9155.54,9162.54,436.42,4013806.43,9197.15
2018-05-08 21:00:00,9164.32,9228.85,9160.01,9175.43,166.23,1526691.23,9184.32
2018-05-08 22:00:00,9180,9243.99,9175.43,9198.39,207.54,1912829.94,9216.79
2018-05-08 23:00:00,9198.39,9257.1,9164.5,9167.69,436.06,4023427.28,9226.83
2018-05-09 00:00:00,9181.52,9199.98,9119.53,9122.62,269.2,2464391.47,9154.47
2018-05-09 01:00:00,9130.35,9169.54,9122.63,9159.81,115.83,1060248.59,9153.66
2018-05-09 02:00:00,9160.62,9164.23,9074.11,9074.14,446.78,4066470.26,9101.82
2018-05-09 03:00:00,9077,9082.69,9000,9046.34,933.4,8436566.04,9038.55
2018-05-09 04:00:00,9041,9082.06,8974.62,9075.69,838.14,7564410.28,9025.19
2018-05-09 05:00:00,9075.69,9080.3,9011,9074.3,799.3,7227901.66,9042.79
2018-05-09 06:00:00,9067.08,9096.78,9046,9088.3,516.28,4680460.43,9065.75
2018-05-09 07:00:00,9088.3,9092.91,9023,9024.99,371.07,3362127.22,9060.63
2018-05-09 08:00:00,9023.01,9134.99,9018,9107.92,467.87,4250841.61,9085.53
2018-05-09 09:00:00,9107.92,9132.66,9080,9101.84,266.91,2431449.39,9109.64
2018-05-09 10:00:00,9105.4,9220.77,9084.37,9199.77,491.46,4494557.55,9145.26
2018-05-09 11:00:00,9199.77,9264.99,9176.42,9264.99,864,7970980.6,9225.64
2018-05-09 12:00:00,9265.21,9328.09,9260.6,9273.24,750.44,6976245.86,9296.23
2018-05-09 13:00:00,9273.24,9307.83,9250,9262.4,663.9,6156149.81,9272.69
2018-05-09 14:00:00,9262.46,9302.17,9244.9,9301.45,372.16,3450565.47,9271.8
2018-05-09 15:00:00,9301.45,9305,9267.18,9272.3,277.03,2573091.71,9288.09
2018-05-09 16:00:00,9272.3,9305,9265.08,9300.95,136.45,1267215.42,9286.88
2018-05-09 17:00:00,9300.94,9368.79,9297,9309.98,534.14,4985709.96,9334.06
2018-05-09 18:00:00,9309.92,9335,9264.95,9273.01,197.84,1840887.19,9304.98
2018-05-09 19:00:00,9268.24,9293.3,9241.98,9281.74,509.51,4722049.04,9267.9
2018-05-09 20:00:00,9271.31,9304,9247.07,9247.07,168.81,1566140.32,9277.68
2018-05-09 21:00:00,9247.07,9260,9179.98,9240,673.48,6203995.29,9211.8
2018-05-09 22:00:00,9240,9337.78,9240,9311.64,432.1,4020506.48,9304.59
2018-05-09 23:00:00,9311.64,9322.57,9266.35,9308.49,272.74,2532958.83,9287.21
2018-05-10 00:00:00,9308.49,9366.67,9297.81,9323.59,193.71,1808663.27,9337.02
2018-05-10 01:00:00,9312.9,9351.1,9294.43,9301.65,170.9,1591735.11,9314.1
2018-05-10 02:00:00,9301.65,9326.96,9274.65,9326.59,187.38,1744476.52,9310
2018-05-10 03:00:00,9314.41,9340,9285.95,9322.62,88.71,826250.43,9313.7
2018-05-10 04:00:00,9322.62,9354.65,9315.4,9328.31,181.96,1697587.52,9329.42
2018-05-10 05:00:00,9327.97,9349.2,9275,9276.42,199.59,1858939.17,9313.94
2018-05-10 06:00:00,9286.5,9320,9244.98,9279.42,212.83,1974621.3,9277.76
2018-05-10 07:00:00,9282.99,9393,9273.04,9370,753.17,7041310.68,9348.86
2018-05-10 08:00:00,9368.5,9382.1,9332.9,9350.5,401.78,3756542.27,9349.79
2018-05-10 09:00:00,9350.5,9353.8,9317.71,9335.67,407.35,3801232.6,9331.58
2018-05-10 10:00:00,9335.67,9380,9316.76,9372.86,359.87,3361370.04,9340.59
2018-05-10 11:00:00,9360.43,9374.7,9311,9328.94,294.45,2747975.44,9332.62
2018-05-10 12:00:00,9328.94,9356,9310,9331.26,428.91,4002428.47,9331.57
2018-05-10 13:00:00,9336.25,9392.93,9325,9369.2,788.4,7382024.67,9363.31
2018-05-10 14:00:00,9366.48,9376.91,9308.73,9318.11,1033.34,9640866.97,9329.82
2018-05-10 15:00:00,9318.11,9353,9308.44,9326.72,436.81,4074180.47,9327.07
2018-05-10 16:00:00,9326.72,9365,9325.3,9348.31,373.77,3495116.73,9351.08
2018-05-10 17:00:00,9352.56,9353.8,9098.1,9154.98,1720.23,15786884.2,9177.19
2018-05-10 18:00:00,9154.98,9165.19,9070,9133.22,868.75,7922413.34,9119.35
2018-05-10 19:00:00,9133.22,9137.98,9066.05,9089.05,386.5,3517428.53,9100.82
2018-05-10 20:00:00,9088.64,9115.08,9050,9089.79,587.47,5336097.75,9083.13
2018-05-10 21:00:00,9092.9,9128.88,9080,9106.17,121.34,1104528.81,9102.72
2018-05-10 22:00:00,9095.32,9111.8,9047.95,9098.59,362.63,3293829.81,9083.17
2018-05-10 23:00:00,9093.94,9103.3,8987.74,9020.99,1205.14,10878834.06,9027.06
2018-05-11 00:00:00,9007.19,9018.38,8860.53,8932.36,1213.34,10808933.75,8908.4
2018-05-11 01:00:00,8932.37,8956.25,8894.4,8924.87,424.83,3792069.08,8926.01
2018-05-11 02:00:00,8918.66,8958.5,8884.72,8900.24,277.22,2474818.98,8927.4
2018-05-11 03:00:00,8901.2,8939.74,8890,8917.96,236.58,2109803.61,8918.02
2018-05-11 04:00:00,8913.71,8969.99,8913.71,8944.99,575.23,5145923.06,8945.83
2018-05-11 05:00:00,8944.99,9006.39,8932.01,8996,788.9,7085548.49,8981.58
2018-05-11 06:00:00,9002.98,9005.98,8800,8807.33,1940.7,17225328.13,8875.84
2018-05-11 07:00:00,8807.33,8848.45,8685.08,8740.2,2054.96,18001604.19,8760.07
2018-05-11 08:00:00,8740,8831.3,8722,8795.38,1303.42,11452882.78,8786.77
2018-05-11 09:00:00,8784.31,8790.71,8677,8752.6,824.57,7198611.1,8730.09
2018-05-11 10:00:00,8751,8792.73,8697,8714.24,624.94,5466582.66,8747.32
2018-05-11 11:00:00,8714.53,8745.36,8606,8606,1142.94,9916998.68,8676.76
2018-05-11 12:00:00,8605,8609.99,8503.74,8549.28,2081.81,17800591.88,8550.55
2018-05-11 13:00:00,8549.27,8610.57,8517.41,8530.01,769.06,6585497.55,8563.04
2018-05-11 14:00:00,8538.95,8659.96,8530,8641.78,1055.09,9080603.68,8606.44
2018-05-11 15:00:00,8641.78,8655.36,8551,8582.33,360.92,3101963.9,8594.67
2018-05-11 16:00:00,8582.61,8675.31,8568.37,8632.43,389.45,3354761.88,8614.11
2018-05-11 17:00:00,8632.42,8654.33,8560,8592.58,397.03,3415459.5,8602.49
2018-05-11 18:00:00,8592.99,8644,8560.7,8608.17,411.81,3543981.49,8605.83
2018-05-11 19:00:00,8614.43,8684.3,8595.51,8613.5,428.13,3699941.67,8642.07
2018-05-11 20:00:00,8606.27,8637.98,8379,8425.6,1248.76,10577204.43,8470.19
2018-05-11 21:00:00,8427.63,8450.01,8351,8387.01,752.7,6321933.78,8399.02
2018-05-11 22:00:00,8387.01,8461.38,8385.02,8420.12,503.45,4244260.27,8430.3
2018-05-11 23:00:00,8425.13,8482.53,8364.17,8411.42,578.07,4874623.43,8432.51
2018-05-12 00:00:00,8408.79,8478,8403.08,8453.26,423.06,3572786.58,8445.19
2018-05-12 01:00:00,8453.26,8473.63,8383.26,8448.68,597.02,5034156.56,8432.13
2018-05-12 02:00:00,8448.66,8482.48,8399,8437.99,444.72,3753566.79,8440.32
2018-05-12 03:00:00,8437.99,8459.6,8356.4,8407.74,635.41,5339522.25,8403.26
2018-05-12 04:00:00,8407.74,8450.22,8369.12,8389.17,441.38,3712028.35,8410.06
2018-05-12 05:00:00,8390.91,8410.2,8283.16,8328.61,1439.87,12000890.37,8334.73
2018-05-12 06:00:00,8323.23,8335.56,8208.81,8303.19,1418.02,11724122.69,8267.96
2018-05-12 07:00:00,8308.67,8351.98,8285,8335.52,549.46,4568418.38,8314.34
2018-05-12 08:00:00,8335.52,8335.98,8252.72,8263.95,656.59,5446269.77,8294.72
2018-05-12 09:00:00,8263.95,8546.31,8249,8529.76,1268.41,10638496.32,8387.28
2018-05-12 10:00:00,8529.76,8584.51,8467.61,8582.63,950.96,8110858.05,8529.13
2018-05-12 11:00:00,8584.51,8589.1,8508.11,8541.3,628.9,5373137.59,8543.76
2018-05-12 12:00:00,8541.3,8650,8541.3,8629.15,706.56,6073949.52,8596.46
2018-05-12 13:00:00,8626.82,8652.8,8536.34,8536.34,451.93,3885751.56,8598.1
2018-05-12 14:00:00,8539.57,8541.18,8465.8,8513.9,479.99,4081957.02,8504.26
2018-05-12 15:00:00,8506.34,8522.98,8327.99,8362.69,846.94,7111654.72,8396.9
2018-05-12 16:00:00,8361.97,8411.2,8264.98,8336.97,495.66,4131629.7,8335.59
2018-05-12 17:00:00,8331.99,8398.24,8282.79,8381.99,649.93,5427957.73,8351.56
2018-05-12 18:00:00,8388.33,8388.34,8320.33,8370.99,211.68,1768640.69,8355.23
2018-05-12 19:00:00,8370.99,8514.77,8344.66,8492.13,598.58,5051928.06,8439.88
2018-05-12 20:00:00,8487.97,8520,8425.88,8439.34,421.67,3573994.27,8475.77
2018-05-12 21:00:00,8439.32,8439.49,8337.28,8423.12,569.11,4767587.56,8377.3
2018-05-12 22:00:00,8409.99,8503.74,8376.02,8461.99,259.57,2193241.82,8449.52
2018-05-12 23:00:00,8460.01,8546.31,8434.59,8481.6,319.51,2708454.3,8476.91
2018-05-13 00:00:00,8481.72,8525,8405.64,8425.03,175.35,1483976.28,8463.09
2018-05-13 01:00:00,8425.99,8479.35,8422.03,8435.82,187.98,1588018.01,8447.9
2018-05-13 02:00:00,8430.74,8435.96,8361.1,8417.36,358.03,3004039.32,8390.47
2018-05-13 03:00:00,8417.29,8460,8394.36,8447.99,78.32,659651.34,8422.27
2018-05-13 04:00:00,8447.99,8461.38,8335.56,8337.11,476.17,3994261.94,8388.28
2018-05-13 05:00:00,8342.62,8415.98,8340.01,8397.04,372.13,3118409.23,8379.88
2018-05-13 06:00:00,8391.36,8514.87,8382.92,8445.22,428.6,3625029.64,8457.88
2018-05-13 07:00:00,8449.15,8498.6,8416.89,8459.29,502.79,4250639.89,8454.13
2018-05-13 08:00:00,8467.5,8478.46,8397.76,8442.82,381.88,3222389.53,8438.17
