Date,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
2018-07-13 05:00:00,6245.68,6256.75,6229.16,6244.39,242.49,1513210.93,6240.33
2018-07-13 06:00:00,6243.18,6247.98,6212.21,6230.01,184.38,1148580.47,6229.37
2018-07-13 07:00:00,6230.4,6253.9,6229.38,6249.19,236.18,1474017.93,6241.07
2018-07-13 08:00:00,6247.92,6250,6229.1,6233.96,128.9,804393.43,6240.51
2018-07-13 09:00:00,6232.96,6245.47,6230,6234.85,154.3,962281.91,6236.38
2018-07-13 10:00:00,6234.85,6245.87,6226.18,6234.22,94.38,588479.19,6234.96
2018-07-13 11:00:00,6232,6248.99,6228.08,6241.75,62.82,391997.33,6239.99
2018-07-13 12:00:00,6240.4,6286.36,6238,6269.06,423.94,2655456.13,6263.71
2018-07-13 13:00:00,6272.4,6275.68,6228.67,6244.01,394,2460513.08,6244.91
2018-07-13 14:00:00,6237.15,6264.35,6224.15,6245.99,255.99,1599106.41,6246.84
2018-07-13 15:00:00,6245.99,6259.88,6237,6259.88,195.93,1224745.98,6250.85
2018-07-13 16:00:00,6259.88,6268.05,6240.81,6254.99,211.09,1319500.19,6250.89
2018-07-13 17:00:00,6254.99,6267.99,6247.11,6264.94,97.84,612655.54,6261.49
2018-07-13 18:00:00,6264.91,6337.25,6226.99,6237.5,571.75,3589882.19,6278.74
2018-07-13 19:00:00,6237.5,6245.78,6166.44,6174.99,521.21,3228298.36,6193.86
2018-07-13 20:00:00,6177.35,6227.63,6121.01,6186.39,612.28,3779623.53,6173.07
2018-07-13 21:00:00,6185.5,6229,6180.01,6215.85,125.81,780174.87,6201.03
2018-07-13 22:00:00,6211.37,6225.39,6190.26,6219.58,123.72,767545.63,6203.98
2018-07-13 23:00:00,6219.99,6248.94,6196,6215.59,136.74,850825.64,6222.18
2018-07-14 00:00:00,6208.78,6273.97,6208.78,6237.99,219.37,1370473.06,6247.36
2018-07-14 01:00:00,6237.98,6277.72,6214.11,6234.38,171.24,1069456.99,6245.48
2018-07-14 02:00:00,6231.23,6240,6219.1,6225.99,56.15,349888.49,6231.12
2018-07-14 03:00:00,6226.86,6227.67,6193.5,6206.99,94.03,583969.64,6210.44
2018-07-14 04:00:00,6203.33,6224.8,6200.03,6216.99,66.12,411019.51,6216.26
2018-07-14 05:00:00,6218.51,6233.38,6210.57,6220.53,78.19,486424.82,6221.01
2018-07-14 06:00:00,6220.53,6230.1,6201.97,6212.81,75.07,466915.22,6219.61
2018-07-14 07:00:00,6212.92,6225,6204.91,6220.06,95.79,595704.78,6218.71
2018-07-14 08:00:00,6221.8,6225,6203.79,6216.2,98.38,611258.48,6213.23
2018-07-14 09:00:00,6216.2,6219.54,6180,6195.32,130.22,807423.98,6200.53
2018-07-14 10:00:00,6203.99,6223.48,6195.73,6220.48,39.45,244914.76,6208.26
2018-07-14 11:00:00,6220.48,6239.45,6215.79,6233,42.5,264821.93,6230.39
2018-07-14 12:00:00,6231.13,6242.21,6224.63,6236.12,82.37,513436.44,6233.32
2018-07-14 13:00:00,6235.76,6240.92,6222.8,6237,32.42,201957.74,6230.31
2018-07-14 14:00:00,6231.95,6244.43,6226.23,6238.2,48.81,304512.55,6238.15
2018-07-14 15:00:00,6238.2,6240,6216.18,6239.99,47.57,296455.69,6232.4
2018-07-14 16:00:00,6239.55,6270.69,6239.55,6262,133.93,838019.93,6257.19
2018-07-14 17:00:00,6262.99,6270.59,6248.74,6255.49,259.41,1624071.38,6260.75
2018-07-14 18:00:00,6259.54,6298,6229.48,6237.68,68.14,426747.86,6263.26
2018-07-14 19:00:00,6239.99,6269.53,6200.01,6267.99,146.93,916476.48,6237.62
2018-07-14 20:00:00,6269.53,6317.84,6205.47,6270.31,425.57,2664428.61,6260.89
2018-07-14 21:00:00,6270.3,6286.37,6257.13,6265.61,54.81,343757.75,6271.9
2018-07-14 22:00:00,6265.07,6277.9,6238.48,6246.57,63.91,399501.47,6251.16
2018-07-14 23:00:00,6250.99,6261.06,6238.56,6243.98,54.37,339748.71,6248.71
2018-07-15 00:00:00,6245.99,6255.86,6227.76,6243.42,63.46,396208.02,6243.29
2018-07-15 01:00:00,6243.42,6247.97,6227.94,6243.93,36.89,230131.13,6237.71
2018-07-15 02:00:00,6238.55,6250.64,6232.06,6249.61,38.61,240983.43,6241.39
2018-07-15 03:00:00,6249.61,6252.85,6235.12,6248.6,175.88,1097749.25,6241.44
2018-07-15 04:00:00,6248.6,6277.28,6248.6,6266.27,77.26,484027.1,6264.99
2018-07-15 05:00:00,6266.16,6280.41,6258.72,6275.95,46.05,288836.56,6271.58
2018-07-15 06:00:00,6278.82,6283.57,6266.26,6274.99,86.17,540629.42,6274.09
2018-07-15 07:00:00,6270.26,6279.5,6256.5,6277,22,137960.07,6269.68
2018-07-15 08:00:00,6277,6349.47,6267.31,6311.47,299.95,1891954.57,6307.52
2018-07-15 09:00:00,6305.67,6330.99,6296.72,6302.99,199.63,1260251.48,6313.01
2018-07-15 10:00:00,6303.85,6384.47,6303.85,6336,508.32,3225731.02,6345.81
2018-07-15 11:00:00,6332.99,6359.81,6325.96,6353.01,357.15,2268610.84,6351.93
2018-07-15 12:00:00,6353.01,6360.89,6324.21,6329.26,91.99,583242.7,6340.15
2018-07-15 13:00:00,6329.26,6351.86,6322.03,6346.39,95.97,608211.19,6337.78
